Speed;q;p
1162;79.38;1115968
1167;79.36;1116988
1165;79.37;1116458
1162;79.41;1116180
1166;79.40;1117018
1165;79.40;1116882
1163;79.46;1116862
1167;79.35;1116852
1168;79.32;1116862
1165;79.34;1116317
1165;79.38;1116638
1168;79.30;1116790
1168;79.28;1116623
1163;79.39;1116119
1165;79.37;1116551
1173;79.24;1117377
1168;79.28;1116550
1163;79.36;1116001
1169;79.27;1116863
1173;79.19;1117102
1169;79.20;1116010
1167;79.24;1115849
1169;79.23;1116490
1171;79.20;1116769
1170;79.21;1116406
1170;79.20;1116455
1171;79.12;1116008
1170;79.22;1116501
1171;79.18;1116435
1173;79.07;1116020
1171;79.12;1116030
1169;79.20;1116134
1173;79.13;1116480
1176;79.03;1116382
1171;79.13;1116136
1170;79.14;1115781
1175;79.04;1116333
1176;78.99;1116060
1171;79.09;1115642
1172;79.10;1115929
1178;78.98;1116457
1177;79.00;1116499
1172;79.03;1115426
1172;79.03;1115449
1176;79.00;1116122
1177;78.98;1116258
1176;78.97;1115874
1178;78.88;1115726
1178;78.88;1115703
1175;78.96;1115578
1177;78.89;1115449
1179;78.87;1115659
1177;78.91;1115735
1176;78.90;1115416
1180;78.82;1115685
1180;78.77;1115352
1175;78.21;1109158
1178;77.22;1101327
1180;77.00;1100078
1183;76.74;1098387
1177;76.74;1097050
1175;76.78;1097065
1184;76.58;1097177
1184;76.47;1096187
1178;76.48;1095042
1179;76.48;1095245
1184;76.42;1095934
1184;76.38;1095569
1180;76.43;1095060
1181;76.42;1095191
1183;76.38;1095372
1181;76.39;1095041
1178;76.41;1094511
1182;76.40;1095292
1186;76.34;1095709
1184;76.33;1095087
1181;76.33;1094536
1183;76.36;1095075
1184;76.34;1095074
1183;76.33;1094921
1184;76.27;1094466
1185;76.24;1094480
1182;76.28;1094337
1184;76.15;1093591
1187;76.01;1092898
1184;76.04;1092543
1182;76.04;1092150
1186;75.89;1091842
1189;75.76;1091168
1185;75.76;1090313
1182;75.64;1088711
1186;75.18;1085546
1189;73.56;1072011
1183;69.68;1038613
1181;52.11;954049
1186;36.75;888496
1182;25.12;822942
1181;18.84;791728
1174;11.35;752385
1167;6.11;723461
1173;0.76;700050
1182;0.00;700433
1174;0.00;696586
1180;0.00;699381
1178;0.00;698740
1174;0.00;696490
1174;0.00;696774
1172;0.00;695832
1175;0.00;697165
1170;0.00;694605
1171;0.00;695233
1171;0.00;695282
1168;0.00;693822
1167;0.00;693369
1166;0.00;692927
1166;0.00;692740
1164;0.00;692000
1165;0.00;692258
1164;0.00;692050
1160;0.00;689972
1160;0.00;690034
1161;0.00;690723
1160;0.00;689981
1156;0.00;688397
1156;0.00;688459
1157;0.00;688788
1154;0.00;687491
1153;0.00;687059
1154;0.00;687336
1151;0.00;685812
1149;0.00;685186
1151;0.00;686153
1150;0.00;685522
1146;0.00;683425
1147;0.00;683940
1148;0.00;684712
1145;0.00;683240
1144;0.00;682530
1145;0.00;682900
1143;0.00;682282
1140;0.00;680645
1140;0.00;680790
1141;0.00;681304
1137;0.00;679317
1137;0.00;679318
1139;0.00;680337
1135;0.00;678453
1132;0.00;677064
1135;0.00;678535
1136;0.00;678733
1131;0.00;676406
1129;0.00;675752
1133;0.00;677632
1128;0.00;675387
1126;0.00;674458
1128;0.00;675200
1127;0.00;674585
1124;0.00;673270
1126;0.00;674150
1124;0.00;673028
1119;0.00;670299
1122;0.00;671796
1123;0.00;672694
1118;0.00;669194
1117;0.00;668502
1120;0.00;670914
1116;0.00;667970
1113;0.00;666132
1116;0.00;668411
1115;0.00;667418
1109;0.00;664035
1112;0.34;667389
1112;2.44;677850
1113;11.02;720795
1122;18.36;765265
1119;25.92;803066
1098;32.54;830309
1111;39.48;867803
1108;45.84;891058
1116;51.68;921241
1102;57.78;952316
1116;61.72;980241
1108;64.67;996653
1103;67.56;1013762
1116;69.90;1030281
1107;72.81;1051280
1108;74.95;1067900
1113;76.47;1080880
1109;77.87;1090771
1109;79.00;1099405
1112;79.64;1105241
1111;80.48;1111369
1109;81.08;1115597
1114;81.48;1120120
1113;81.98;1123541
1108;82.52;1126267
1113;82.78;1129745
1117;82.76;1130831
1110;83.18;1131895
1112;83.28;1133295
1118;83.21;1134765
1111;83.57;1135261
1113;83.61;1136306
1119;83.47;1136845
1113;83.69;1136781
1113;83.70;1136969
1118;83.59;1137711
1117;83.60;1137427
1113;83.74;1137126
1116;83.66;1137652
1119;83.66;1138502
1115;83.74;1137917
1118;83.62;1137734
1119;83.72;1139035
1115;84.00;1139897
1120;83.86;1140342
1122;83.68;1139632
1117;83.94;1140053
1119;83.96;1140664
1124;83.86;1141641
1121;83.80;1140160
1118;84.00;1140723
1124;83.94;1142166
1124;83.82;1141162
1118;83.98;1140677
1123;83.98;1142354
1126;83.80;1141767
1120;83.92;1140699
1122;84.00;1142164
1128;83.78;1142210
1123;83.80;1140932
1122;83.94;1141668
1127;83.80;1142016
1127;83.74;1141431
1124;83.80;1141110
1127;83.80;1142103
1128;83.72;1141782
1124;83.76;1140906
1127;83.80;1142179
1132;83.64;1142156
1125;83.72;1140672
1127;83.74;1141672
1132;82.68;1134736
1127;79.48;1107695
1125;73.68;1061306
1130;65.98;1009158
1127;59.08;967951
1126;53.92;938441
1130;50.88;923566
1129;48.32;911464
1123;47.74;906168
1128;48.68;912254
1130;51.34;925846
1125;55.12;944914
1125;58.92;966420
1130;62.78;990207
1127;66.76;1013200
1122;70.02;1031951
1129;72.44;1052174
1130;74.82;1071409
1123;76.86;1086053
1127;78.22;1097854
1130;79.24;1106730
1124;80.10;1111904
1125;80.56;1115938
1131;80.98;1120662
1128;81.48;1123921
1125;81.88;1126257
1128;82.20;1129573
1130;82.48;1132414
1129;83.10;1137021
1128;83.84;1142522
1130;84.38;1147616
1128;84.94;1151251
1129;85.18;1153628
1133;85.28;1155809
1128;85.55;1156165
1127;85.69;1157174
1134;85.65;1159107
1131;86.11;1161649
1124;86.72;1164045
1130;86.89;1167731
1136;87.13;1171634
1132;88.00;1177050
1132;88.72;1182859
1131;89.20;1186428
1130;89.63;1189183
1129;89.99;1191872
1132;90.17;1194402
1131;90.47;1196198
1128;90.72;1196938
1137;90.63;1199550
1137;90.69;1200095
1129;90.81;1198078
1133;90.88;1199854
1137;90.78;1200910
1131;90.84;1198802
1131;90.96;1199670
1138;90.82;1201535
1134;90.88;1200364
1131;90.92;1199378
1136;90.86;1200967
1137;90.86;1201637
1132;90.94;1200204
1133;90.86;1199812
1138;90.82;1201467
1134;90.90;1200425
1134;90.87;1200267
1138;90.79;1201147
1134;90.90;1200574
1134;90.85;1200332
1138;90.79;1201147
1134;90.84;1200185
1133;90.89;1200243
1136;90.79;1200598
1138;90.73;1200908
1133;90.84;1199910
1134;90.90;1200366
1141;90.78;1202272
1136;90.76;1200204
1132;90.88;1199646
1140;90.74;1201559
1138;90.76;1201029
1133;90.86;1199755
1137;90.78;1200968
1141;90.72;1201874
1135;90.82;1200326
1134;90.83;1200191
1141;90.71;1201735
1137;90.75;1200609
1133;90.84;1199726
1140;90.72;1201577
1140;90.69;1201486
1133;90.82;1199722
1136;90.79;1200547
1142;90.68;1202233
1137;90.68;1200119
1134;90.80;1199783
1140;90.76;1201969
1141;90.72;1201787
1136;90.74;1200125
1139;90.68;1200826
1142;90.68;1201954
1137;90.76;1200513
1136;90.76;1200238
1141;90.67;1201404
1138;90.76;1200907
1138;90.73;1200785
1141;90.65;1201449
1138;90.72;1200748
1136;90.78;1200367
1140;90.66;1201272
1141;90.64;1201269
1135;90.74;1199681
1138;90.74;1200962
1142;90.66;1201804
1137;90.74;1200450
1136;90.74;1200200
1141;90.64;1201378
1140;90.68;1201101
1134;90.80;1199760
1140;90.69;1201389
1142;90.62;1201705
1135;90.75;1199997
1137;90.75;1200584
1143;90.63;1201927
1138;90.68;1200651
1134;90.77;1199689
1140;90.67;1201278
1141;90.64;1201417
1135;90.72;1199508
1138;90.76;1200970
1142;90.64;1201898
1135;90.76;1200052
1136;90.76;1200119
1141;90.66;1201608
1139;90.74;1201369
1134;90.78;1199708
1139;90.72;1200967
1141;90.67;1201702
1135;90.77;1199854
1137;90.73;1200594
1141;90.69;1201776
1136;90.75;1200375
1135;90.73;1199592
1138;90.73;1200800
1140;90.71;1201423
1136;90.74;1200181
1137;90.78;1200815
1140;90.70;1201364
1135;90.80;1200024
1138;90.72;1200681
1141;90.70;1201794
1136;90.82;1200920
1135;90.76;1199990
1140;90.66;1201123
1138;90.74;1200901
1134;90.81;1200060
1140;90.70;1201421
1140;90.66;1201187
1133;90.81;1199626
1136;90.94;1201580
1141;91.29;1206258
1137;91.65;1207295
1133;91.99;1208163
1142;92.08;1212489
1139;92.22;1212608
1132;92.50;1211685
1138;92.54;1214313
1141;92.50;1215170
1135;92.64;1214029
1135;92.72;1214537
1140;92.64;1216170
1138;92.76;1216064
1134;92.79;1214522
1139;92.74;1216435
1140;92.75;1216754
1135;92.80;1215130
1138;92.70;1215412
1141;92.61;1216375
1137;92.64;1214673
1136;92.49;1213180
1141;92.45;1214946
1138;92.52;1214136
1135;92.70;1214249
1140;92.62;1215777
1139;92.60;1215451
1135;92.62;1213957
1138;92.60;1214782
1141;92.58;1215915
1138;92.68;1215403
1136;92.67;1214612
1140;92.54;1215280
1138;92.62;1214902
1135;92.68;1214346
1139;92.64;1215804
1139;92.67;1215961
1134;92.78;1214472
1138;92.57;1214834
1142;92.43;1215052
1135;92.48;1212700
1135;92.64;1213927
1142;93.22;1221375
1138;93.72;1223417
1134;94.20;1225118
1139;94.46;1229332
1141;94.70;1232090
1137;94.90;1231723
1137;95.04;1232629
1141;95.09;1235039
1138;95.19;1234143
1134;95.29;1233220
1140;95.24;1235520
1140;95.24;1235793
1136;95.33;1234257
1138;95.26;1234994
1141;95.25;1236303
1137;95.28;1234596
1138;95.34;1235284
1141;95.26;1236290
1138;95.32;1235356
1138;95.32;1235079
1140;95.22;1235514
1140;95.30;1235810
1137;95.36;1235079
1140;95.28;1235754
1143;95.21;1236473
1136;95.34;1234732
1138;95.33;1235284
1144;95.22;1237180
1139;95.30;1235735
1136;95.35;1234420
1141;95.27;1236242
1142;95.22;1236154
1137;95.32;1234972
1139;95.34;1236068
1143;95.24;1236862
1138;95.32;1235456
1139;95.28;1235369
1143;95.22;1236704
1142;95.27;1236614
1139;95.35;1235813
1142;95.24;1236642
1144;95.14;1236447
1138;94.60;1230003
1140;92.82;1217233
1143;89.49;1193185
1140;84.62;1152729
1139;80.38;1118175
1144;75.82;1082322
1141;71.62;1047492
1135;65.84;1009318
1140;60.18;977748
1142;55.70;954768
1136;51.46;929741
1137;48.54;916597
1142;46.46;910784
1137;44.99;902458
1133;43.49;894084
1138;42.25;891881
1139;41.37;889021
1134;40.67;883524
1135;40.17;881844
1137;39.93;881977
1132;39.81;878956
1133;40.08;880535
1135;41.20;886307
1133;42.88;891922
1132;45.36;901113
1133;47.62;910499
1135;50.94;926283
1132;55.28;948671
1132;59.80;973346
1136;63.46;995707
1134;66.50;1012918
1132;69.26;1028855
1133;71.50;1045292
1132;73.40;1060320
1129;74.52;1068826
1135;75.73;1079653
1136;76.94;1089668
1129;78.04;1096768
1130;78.77;1102883
1136;79.22;1107941
1134;79.61;1110734
1133;79.88;1112598
1136;80.00;1114226
1131;80.31;1115349
1132;80.39;1116364
1138;80.31;1117278
1137;80.40;1117866
1133;80.49;1117489
1136;80.48;1118147
1138;80.44;1118241
1133;80.50;1117482
1134;80.54;1117988
1140;80.46;1119101
1140;80.62;1120304
1136;81.06;1122726
1140;81.30;1125956
1136;81.48;1126263
1137;81.55;1126969
1141;81.76;1129752
1140;82.02;1131555
1140;82.19;1132937
1137;82.29;1132866
1140;82.28;1133676
1142;82.35;1134755
1136;82.51;1134607
1141;82.52;1136091
1143;82.44;1136048
1139;82.58;1135947
1142;82.48;1136074
1143;82.46;1135950
1140;82.50;1135421
1141;82.32;1134345
1145;82.16;1134198
1145;82.09;1133637
1142;82.09;1132811
1144;82.02;1132874
1146;81.95;1132937
1143;82.05;1132713
1145;82.00;1132843
1148;81.90;1132962
1145;81.92;1132164
1143;81.92;1131823
1148;81.84;1132345
1149;81.80;1132353
1145;81.89;1131919
1147;81.87;1132398
1152;81.75;1132990
1149;81.77;1132290
1146;81.82;1131786
1151;81.76;1132662
1153;81.68;1132578
1148;81.76;1131820
1149;81.72;1131856
1154;81.66;1132590
1152;81.65;1131972
1150;81.65;1131451
1152;81.63;1131846
1154;81.62;1132243
1154;81.60;1132122
1154;81.58;1132005
1155;81.56;1132230
1155;81.55;1132157
1155;81.55;1131960
1158;81.43;1131809
1156;81.48;1131667
1154;81.54;1131830
1160;81.42;1132299
1161;81.38;1132299
1157;81.44;1131729
1157;81.44;1131736
1162;81.31;1131990
1161;81.32;1131841
1157;81.42;1131523
1162;81.32;1132050
1165;81.22;1132189
1161;81.29;1131567
1160;81.29;1131248
1163;81.26;1131840
1165;81.24;1132159
1164;81.22;1131857
1164;81.15;1131310
1165;81.16;1131653
1165;81.17;1131806
1166;81.12;1131462
1167;81.08;1131441
1170;81.06;1131983
1167;81.09;1131623
1169;81.01;1131320
1171;80.98;1131834
1167;81.02;1131073
1167;81.04;1131196
1173;80.90;1131757
1173;80.90;1131421
1170;80.94;1131032
1171;80.92;1131203
1174;80.84;1131513
1175;80.80;1131340
1171;80.87;1130762
1173;80.84;1131068
1179;80.70;1131519
1176;80.71;1130823
1173;80.76;1130442
1178;80.70;1131162
1179;80.66;1131086
1175;80.67;1130052
1174;80.58;1129201
1178;80.50;1129656
1182;80.44;1130148
1179;80.52;1129946
1178;80.54;1129985
1183;80.44;1130478
1180;80.46;1129788
1178;80.56;1129939
1183;80.47;1130670
1186;80.43;1130932
1180;80.44;1129677
1181;80.48;1130044
1186;80.40;1130808
1186;80.38;1130556
1182;80.42;1129779
1183;80.40;1130157
1190;80.30;1130938
1189;80.22;1129990
1182;80.36;1129321
1185;80.35;1130025
1191;80.24;1130623
1187;80.22;1129640
1185;80.28;1129475
1190;80.23;1130301
1191;80.20;1130384
1187;80.24;1129648
1188;80.21;1129671
1191;80.16;1130186
1192;80.12;1130028
1190;80.18;1129833
1191;80.14;1129804
1194;80.08;1130171
1191;80.10;1129459
1190;80.14;1129577
1194;80.04;1129869
1195;80.04;1129919
1192;80.08;1129597
1193;80.04;1129547
1196;80.00;1129909
1196;79.94;1129392
1194;80.01;1129421
1195;79.98;1129514
1199;79.88;1129744
1197;79.88;1129221
1194;79.98;1129118
1197;79.90;1129454
1201;79.80;1130357
1197;79.84;1128816
1195;79.88;1128690
1199;79.84;1129381
1202;79.72;1130082
1199;79.74;1128531
1197;79.83;1128626
1200;79.71;1128889
1204;79.66;1131964
1200;79.69;1128202
1199;79.72;1128211
1203;79.62;1130669
1204;79.56;1130774
1200;79.63;1127941
1200;79.60;1127454
1203;79.52;1129992
1204;79.50;1130308
1201;79.54;1128056
1200;79.54;1127162
1203;79.50;1129990
1205;79.50;1131324
1203;79.49;1129128
1202;79.42;1127613
1205;79.38;1130230
1205;79.39;1130788
1203;79.38;1128438
1203;79.34;1128583
1206;79.30;1130555
1206;79.30;1130757
1204;79.32;1129283
1206;79.22;1130453
1208;79.16;1131546
1206;79.18;1130251
1204;79.22;1128345
1208;79.12;1131097
1208;77.59;1118029
1203;68.26;1037935
1201;52.42;964827
1204;34.24;881544
1205;23.26;822698
1200;17.46;792717
1192;10.34;755285
1187;2.48;714835
1202;0.00;709819
1199;0.00;708243
1203;0.00;710199
1197;0.00;707212
1199;0.00;708109
1194;0.00;705783
1194;0.00;705929
1189;0.00;703796
1195;0.00;706589
1189;0.00;703891
1187;0.00;702556
1189;0.00;703651
1189;0.00;703444
1185;0.00;701615
1183;0.00;700889
1188;0.00;703071
1183;0.00;700958
1177;0.00;697854
1180;0.00;699439
1184;0.00;701243
1178;0.00;698710
1173;0.00;696256
1177;0.00;697960
1179;0.00;698788
1172;0.00;695841
1170;0.00;694860
1174;0.00;696826
1172;0.00;695958
1167;0.00;693174
1168;0.00;693860
1171;0.00;695038
1165;0.00;692340
1162;0.00;691158
1166;0.00;692778
1164;0.00;692086
1158;0.00;689153
1161;0.00;690661
1164;0.00;691815
1157;0.00;688857
1153;0.00;686687
1157;0.00;688928
1157;0.00;688640
1151;0.00;685945
1150;0.00;685534
1154;0.00;687174
1150;0.00;685608
1144;0.00;682882
1149;0.00;684885
1150;0.00;685331
1141;0.00;681343
1141;0.00;681062
1145;0.00;683324
1142;0.00;681660
1136;0.00;678782
1140;0.00;680579
1139;0.00;680413
1134;0.00;677921
1134;0.00;678110
1137;0.00;679594
1133;0.00;677337
1129;0.00;675458
1131;0.00;676747
1129;0.00;675693
1126;0.00;674426
1127;0.00;674574
1125;0.00;673757
1122;0.00;671980
1123;0.00;672625
1123;0.00;672229
1117;0.00;668575
1119;0.00;669898
1119;0.00;669999
1112;0.00;665506
1114;0.00;667170
1118;0.00;669135
1112;0.00;665316
1107;0.00;662379
1112;0.00;665541
1110;0.00;664336
1102;0.00;659340
1106;0.00;661797
1105;0.00;661513
1102;0.00;659231
1102;0.00;659262
1100;0.00;657835
1097;0.00;655900
1100;0.00;657883
1097;0.00;656382
1091;0.00;652185
1094;0.00;654458
1096;0.00;655662
1087;0.00;649614
1088;0.00;650346
1091;0.00;652569
1084;0.00;647859
1084;0.00;647745
1087;0.00;650039
1081;0.00;646110
1082;0.00;646624
1082;0.00;646875
1077;0.00;643277
1078;0.00;643996
1079;0.00;644610
1072;0.00;640544
1073;0.00;641062
1075;0.00;642217
1070;0.00;638860
1070;0.00;639473
1070;0.00;639420
1065;0.00;635895
1067;0.00;637281
1065;0.00;636308
1059;0.00;631957
1065;0.00;636001
1064;0.00;635225
1055;0.00;629793
1059;0.00;632122
1059;0.00;632503
1054;0.00;628881
1056;0.34;631770
1055;3.15;645099
1054;8.94;669729
1065;18.69;727665
1061;26.32;780323
1040;33.40;812908
1052;40.44;846374
1043;45.94;861266
1058;51.74;893775
1045;57.80;929451
1050;62.28;965381
1049;66.82;996582
1048;70.40;1020224
1050;73.36;1042768
1050;76.48;1065216
1049;78.94;1081597
1044;80.67;1087742
1050;81.98;1103692
1051;83.10;1112068
1044;84.14;1111528
1053;84.60;1124715
1050;85.22;1126015
1044;85.85;1124003
1053;85.96;1134178
1047;86.30;1130874
1050;86.62;1135563
1055;86.60;1139607
1046;87.04;1134772
1051;87.09;1140332
1053;87.06;1141858
1043;87.36;1133189
1052;87.28;1143047
1053;87.24;1143218
1043;87.50;1134437
1052;87.45;1144070
1052;87.62;1144980
1045;87.76;1138462
1053;87.67;1146470
1050;87.86;1145253
1047;87.91;1141302
1057;87.64;1147397
1050;87.92;1145489
1048;87.95;1142661
1057;87.70;1148022
1049;88.02;1144295
1050;87.97;1145427
1058;87.67;1148080
1049;87.98;1144339
1052;87.94;1147664
1055;87.74;1147645
1048;88.04;1143618
1058;88.04;1150640
1057;87.94;1149507
1044;88.28;1141358
1057;88.22;1151526
1056;88.23;1151391
1048;88.44;1146737
1058;88.18;1151778
1052;88.55;1152236
1051;88.60;1150587
1061;88.30;1153560
1051;88.72;1151922
1051;88.76;1152451
1060;88.48;1154742
1051;88.84;1152425
1054;88.71;1153980
1059;88.56;1154913
1048;88.91;1150280
1059;88.72;1155817
1060;88.62;1155451
1047;89.06;1149670
1059;88.76;1156261
1059;88.88;1157028
1049;89.20;1153526
1058;88.88;1156624
1055;89.22;1157902
1053;89.24;1157235
1059;88.97;1157785
1053;89.36;1158003
1053;89.34;1158062
1062;89.02;1159141
1054;89.28;1158106
1053;89.24;1157257
1060;89.08;1158749
1053;89.42;1158554
1056;89.40;1159696
1062;89.30;1161045
1052;89.79;1160407
1058;89.54;1161170
1060;89.52;1162146
1052;89.86;1161184
1061;89.55;1162612
1061;89.64;1163287
1052;89.90;1161629
1063;89.49;1162978
1060;89.62;1162713
1052;89.90;1160978
1063;89.43;1162560
1060;89.70;1163186
1055;89.78;1161889
1063;89.47;1162678
1055;89.84;1162369
1057;89.78;1162649
1065;89.70;1165145
1053;90.18;1163845
1057;90.02;1164316
1066;89.72;1165864
1057;90.12;1164864
1060;89.99;1165428
1067;89.78;1166538
1057;90.15;1165027
1062;89.99;1166123
1065;89.92;1166847
1056;90.28;1165787
1063;90.03;1166560
1065;89.98;1167224
1058;90.28;1166601
1065;90.10;1167940
1062;90.08;1166714
1058;90.30;1166548
1069;89.94;1168440
1064;90.22;1168305
1058;90.61;1168460
1068;90.30;1170286
1064;90.34;1169208
1059;90.65;1169368
1069;90.37;1171291
1065;90.62;1171472
1061;90.74;1170541
1070;90.30;1171021
1063;90.64;1170679
1063;90.62;1170461
1071;90.31;1171682
1061;90.70;1170415
1065;90.60;1171321
1073;90.26;1172156
1063;90.58;1170320
1066;90.56;1171225
1072;90.34;1172291
1063;90.84;1171943
1066;90.81;1173155
1072;90.69;1174382
1065;91.10;1174406
1070;91.02;1176021
1071;90.78;1174730
1062;91.21;1174072
1070;90.90;1175272
1072;90.82;1175384
1064;91.34;1175656
1071;91.20;1177647
1073;91.16;1178146
1064;91.46;1176627
1071;91.32;1178273
1073;91.32;1179019
1067;91.50;1177798
1073;91.28;1178681
1073;91.31;1179014
1067;91.49;1177873
1075;91.12;1178431
1072;91.26;1178252
1066;91.49;1177461
1077;91.07;1179150
1074;91.18;1178473
1068;91.42;1177803
1079;91.24;1180860
1074;91.36;1179658
1069;91.45;1178496
1078;91.00;1179099
1072;91.10;1177391
1070;91.42;1178629
1079;91.04;1179643
1074;91.24;1179176
1071;91.36;1178742
1078;91.12;1179838
1072;91.36;1179190
1072;91.38;1179222
1079;91.10;1180045
1073;91.22;1178338
1072;91.41;1179552
1081;91.05;1180526
1075;91.28;1179509
1074;91.30;1179340
1083;91.08;1181582
1076;91.25;1180019
1073;91.38;1179391
1081;91.02;1180404
1075;91.12;1178660
1075;91.32;1179899
1082;91.05;1180880
1077;91.28;1180459
1077;91.16;1179736
1083;91.04;1181287
1077;91.22;1180262
1078;91.20;1180239
1083;90.94;1180739
1078;91.24;1180533
1077;91.30;1180673
1085;90.92;1181209
1078;91.23;1180601
1077;91.26;1180471
1085;90.96;1181385
1079;91.02;1179574
1079;91.20;1180740
1085;90.93;1181496
1081;91.08;1180714
1080;90.88;1179158
1086;89.86;1174448
1081;87.53;1155394
1082;84.36;1132091
1087;80.79;1107175
1081;77.70;1082913
1081;75.22;1064496
1087;71.68;1039459
1081;69.79;1024586
1080;67.40;1008605
1086;65.14;994923
1079;63.80;984652
1079;61.96;972344
1085;60.49;964383
1080;59.36;955285
1080;58.36;948602
1084;57.68;945522
1079;56.98;939048
1078;56.63;936362
1083;56.04;934356
1078;55.86;931077
1077;55.58;929094
1082;55.32;929284
1078;55.33;927438
1078;55.15;926481
1081;55.06;926981
1075;55.26;926102
1076;55.40;927417
1080;55.50;929552
1074;56.20;932133
1075;57.18;939021
1081;58.16;947830
1074;59.69;955919
1074;61.08;965121
1080;62.12;973753
1075;62.96;978059
1074;64.16;985801
1078;64.74;990694
1073;65.66;995639
1073;66.68;1002579
1078;67.84;1011225
1073;70.12;1025841
1075;72.61;1044278
1079;75.32;1064767
1072;77.32;1077998
1075;80.18;1099542
1079;82.88;1120456
1073;87.03;1148624
1074;91.10;1178266
1081;94.48;1203538
1074;99.56;1234229
1075;102.51;1253536
1083;105.12;1273983
1076;107.64;1286490
1077;109.08;1295905
1083;110.50;1307867
1078;112.43;1317672
1079;114.26;1329910
1084;115.52;1339785
1077;116.84;1345273
1080;117.85;1352996
1086;118.40;1358939
1080;119.37;1362235
1082;119.88;1366279
1089;119.96;1369786
1082;120.48;1370170
1083;120.90;1373150
1092;120.65;1375263
1084;121.07;1374551
1085;121.20;1375825
1093;120.96;1377621
1085;121.28;1376505
1087;121.41;1377917
1094;121.12;1378953
1088;121.56;1379544
1089;121.76;1381138
1095;121.76;1383351
1090;122.08;1383414
1090;122.40;1385543
1096;122.24;1386956
1092;122.55;1387266
1092;122.73;1388280
1100;122.40;1389266
1097;122.66;1389734
1093;122.80;1389152
1102;122.56;1391089
1099;122.55;1390018
1095;122.81;1389783
1103;122.51;1391249
1102;122.46;1390565
1095;122.84;1390123
1101;122.50;1390426
1104;122.48;1391517
1097;122.68;1390148
1103;122.66;1392440
1107;122.33;1391887
1100;122.67;1390973
1104;122.52;1391753
1108;122.35;1392291
1104;122.53;1391891
1106;122.42;1392138
1110;122.26;1392714
1107;122.50;1393072
1109;122.36;1392768
1113;122.16;1393059
1108;122.26;1391697
1109;122.46;1393269
1116;122.18;1394551
1113;122.20;1393370
1108;122.40;1392635
1115;122.14;1393865
1114;122.19;1393885
1112;122.33;1393801
1116;122.17;1394719
1118;122.11;1394775
1113;122.26;1394025
1117;122.15;1394702
1120;121.97;1394900
1114;122.25;1394193
1118;122.12;1394848
1123;121.88;1395610
1117;122.18;1395004
1118;122.06;1394595
1125;121.82;1395996
1122;122.02;1396189
1119;122.06;1395134
1125;121.84;1396011
1126;121.84;1396634
1121;122.04;1395835
1124;121.88;1395860
1129;121.78;1397364
1123;121.94;1396145
1123;121.92;1395710
1130;121.72;1397684
1128;121.84;1397262
1124;121.84;1395772
1130;121.76;1397904
1133;121.80;1399026
1128;121.80;1397225
1129;121.74;1397414
1131;121.74;1398106
1129;121.80;1397748
1131;121.70;1397962
1132;121.68;1398102
1132;121.76;1398396
1136;121.62;1399189
1138;121.52;1399600
1133;121.63;1398348
1131;121.77;1398359
1138;121.54;1399747
1138;121.53;1399699
1133;121.75;1398825
1138;121.59;1399806
1141;121.46;1400332
1135;121.56;1398696
1137;121.64;1399783
1144;121.40;1401443
1142;121.42;1400465
1137;121.60;1399741
1142;121.46;1400860
1146;121.36;1402104
1141;121.49;1400776
1140;121.57;1400652
1146;121.38;1402051
1145;121.40;1401607
1143;121.45;1401161
1148;121.35;1402501
1148;121.24;1402037
1143;121.42;1401148
1148;121.30;1402566
1151;121.22;1403279
1147;121.38;1402441
1147;121.39;1402515
1152;121.26;1403866
1151;121.31;1403478
1149;121.34;1402820
1151;121.30;1403637
1154;121.18;1403968
1153;121.22;1403915
1151;121.20;1403208
1154;121.14;1403954
1154;121.17;1403982
1152;121.24;1403592
1157;121.04;1404408
1159;121.00;1405010
1155;121.14;1404349
1155;121.14;1404130
1158;121.04;1404999
1159;121.06;1405613
1157;121.08;1404859
1158;121.01;1404904
1161;120.74;1404497
1159;119.94;1398795
1157;114.92;1368292
1158;99.13;1273972
1156;75.15;1079257
1156;53.21;947711
1156;37.32;877752
1153;25.20;812434
1152;17.32;773011
1152;11.64;744605
1138;3.94;699678
1136;0.00;678872
1164;0.00;691850
1147;0.00;684025
1150;0.00;685279
1143;0.00;682068
1150;0.00;685281
1145;0.00;683121
1146;0.00;683578
1137;0.00;679173
1144;0.00;682650
1142;0.00;681852
1136;0.00;678976
1136;0.00;678849
1139;0.00;680200
1136;0.00;679054
1130;0.00;676298
1135;0.00;678325
1133;0.00;677703
1128;0.00;675200
1129;0.00;675549
1130;0.00;676126
1127;0.00;674628
1124;0.00;672922
1126;0.00;674100
1124;0.00;672961
1121;0.00;671333
1123;0.00;672761
1118;0.00;669215
1117;0.00;668908
1120;0.00;670460
1118;0.00;669220
1112;0.00;665366
1115;0.00;667724
1117;0.04;669052
1111;2.84;679441
1113;9.70;714596
1124;18.84;768989
1123;26.58;808158
1096;32.70;830346
1111;39.16;866218
1116;44.74;890932
1108;51.78;918142
1101;57.30;948946
1118;60.33;972527
1104;64.33;993682
1111;67.28;1013456
1114;69.90;1030032
1103;71.99;1044263
1115;73.40;1057378
1111;74.85;1067865
1103;76.09;1075720
1111;76.74;1082537
1112;77.44;1088129
1106;78.14;1092112
1110;78.52;1095914
1112;79.08;1100935
1111;81.42;1118599
1108;83.18;1131499
